id,Booking_status,Probability
42228,0,0.46637243
42229,0,0.14360826
42230,0,0.35649315
42231,1,0.676447
42232,1,0.85682845
42233,0,0.1616164
42234,1,0.76708
42235,0,0.19653836
42236,0,0.06983071
42237,1,0.7351932
42238,0,0.31598923
42239,0,0.16254908
42240,1,0.87586343
42241,1,0.61948
42242,0,0.1557521
42243,1,0.8720827
42244,0,0.34725568
42245,1,0.6299135
42246,1,0.86975425
42247,1,0.73828125
42248,0,0.42219296
42249,1,0.8233824
42250,0,0.47450656
42251,0,0.321572
42252,1,0.74280345
42253,1,0.69719493
42254,0,0.09184323
42255,0,0.15952429
42256,1,0.6127605
42257,1,0.6668914
42258,0,0.3900334
42259,1,0.6813189
42260,1,0.7121046
42261,1,0.6301277
42262,1,0.80322015
42263,1,0.90026325
42264,0,0.13558733
42265,1,0.7297814
42266,0,0.037296813
42267,0,0.2809875
42268,1,0.76978445
42269,0,0.16427635
42270,1,0.793816
42271,1,0.7135068
42272,0,0.10330888
42273,0,0.1525479
42274,1,0.7926277
42275,0,0.3625593
42276,0,0.1670223
42277,0,0.11392727
42278,0,0.058580324
42279,0,0.2908873
42280,0,0.38577026
42281,0,0.0059306053
42282,0,0.4769857
42283,0,0.13185087
42284,0,0.49998948
42285,0,0.06019682
42286,0,0.12360793
42287,1,0.68349785
42288,0,0.42300552
42289,1,0.6569204
42290,0,0.04801459
42291,1,0.8419051
42292,0,0.13256025
42293,1,0.7682803
42294,1,0.95228535
42295,0,0.21356498
42296,0,0.082923934
42297,0,0.2972566
42298,0,0.149242
42299,1,0.7770748
42300,0,0.44411394
42301,0,0.4441714
42302,0,0.28626347
42303,0,0.34762436
42304,0,0.17074859
42305,0,0.33739957
42306,0,0.26409096
42307,0,0.09405956
42308,0,0.2959287
42309,0,0.22712493
42310,0,0.4712837
42311,1,0.6153162
42312,0,0.124182634
42313,1,0.8332156
42314,1,0.626218
42315,0,0.2565884
42316,1,0.6127352
42317,0,0.21929686
42318,0,0.45115247
42319,0,0.033681177
42320,0,0.37296006
42321,0,0.4847084
42322,1,0.77807206
42323,0,0.06939225
42324,1,0.6861192
42325,0,0.06554571
42326,1,0.5461136
42327,0,0.04851135
42328,0,0.1299614
42329,0,0.0705754
42330,1,0.71531916
42331,0,0.48036277
42332,1,0.50167304
42333,1,0.6640159
42334,0,0.03710492
42335,1,0.7221704
42336,0,0.13468216
42337,1,0.7062961
42338,0,0.30857912
42339,0,0.023274016
42340,0,0.1174784
42341,1,0.616335
42342,1,0.80329233
42343,0,0.4416035
42344,0,0.41307816
42345,0,0.03651338
42346,1,0.95913917
42347,1,0.75024766
42348,1,0.69727093
42349,0,0.07097029
42350,0,0.43043935
42351,0,0.09545372
42352,1,0.69121206
42353,1,0.7350713
42354,0,0.17866755
42355,0,0.23032194
42356,1,0.5324297
42357,0,0.0008532513
42358,1,0.79433644
42359,0,0.11331289
42360,1,0.7450941
42361,0,0.20634447
42362,1,0.681116
42363,0,0.25533763
42364,0,0.27497128
42365,0,0.21490853
42366,0,0.25224328
42367,1,0.7013415
42368,0,0.41807848
42369,1,0.7491287
42370,0,0.4185151
42371,0,0.06989738
42372,1,0.5116784
42373,1,0.84819263
42374,0,0.39039952
42375,0,0.3442588
42376,0,0.06262577
42377,1,0.85789746
42378,1,0.5956187
42379,0,0.154552
42380,0,0.028803822
42381,0,0.46960914
42382,1,0.64558226
42383,1,0.8668159
42384,0,0.28324798
42385,0,0.02205598
42386,1,0.7846386
42387,1,0.69566983
42388,0,0.07338132
42389,0,0.02491072
42390,1,0.80761176
42391,0,0.25844288
42392,0,0.07087568
42393,0,0.17513688
42394,0,0.40337244
42395,1,0.5371243
42396,0,0.09256768
42397,1,0.890879
42398,0,0.15492713
42399,1,0.7674759
42400,1,0.56408376
42401,0,0.35850126
42402,1,0.5696351
42403,0,0.41618374
42404,0,0.36755586
42405,0,0.30779266
42406,0,0.48244277
42407,0,0.15872791
42408,0,0.21062157
42409,0,0.3791405
42410,1,0.56492615
42411,0,2.994385e-11
42412,1,0.8230995
42413,1,0.6605721
42414,1,0.6494677
42415,0,0.24121404
42416,1,0.8261335
42417,0,0.23567805
42418,0,0.3948014
42419,0,0.3682661
42420,0,0.19103372
42421,0,0.062482145
42422,0,0.47623587
42423,1,0.6596446
42424,1,0.7437368
42425,0,0.35810578
42426,0,0.3993021
42427,0,0.07690967
42428,0,0.33044547
42429,1,0.93962103
42430,0,0.3852367
42431,1,0.6656101
42432,1,0.86200124
42433,0,0.27842295
42434,0,6.8972695e-05
42435,0,0.112004
42436,0,0.48241332
42437,0,0.27263743
42438,0,0.33726758
42439,1,0.9403566
42440,0,0.30444026
42441,1,0.8780223
42442,0,0.17906629
42443,0,0.26123977
42444,0,0.057623193
42445,0,0.09757509
42446,1,0.8700131
42447,0,0.15194878
42448,0,0.053605508
42449,0,0.21933211
42450,0,0.29399046
42451,0,0.21430688
42452,0,0.03350867
42453,0,0.1502076
42454,0,0.18547282
42455,0,0.32226244
42456,0,0.27802894
42457,0,0.08563523
42458,0,0.44681412
42459,0,0.35601118
42460,1,0.6510984
42461,0,0.120143995
42462,1,0.6341659
42463,0,0.27402946
42464,1,0.62215024
42465,0,0.19929011
42466,1,0.6959164
42467,0,0.3376278
42468,0,0.421853
42469,0,0.09796789
42470,0,0.21023782
42471,1,0.5280156
42472,0,0.3675962
42473,0,0.08657423
42474,1,0.5077579
42475,0,0.124112874
42476,0,0.0004953558
42477,0,0.4375055
42478,1,0.7844834
42479,1,0.7122584
42480,0,0.0135654155
42481,0,0.2783975
42482,0,0.06388307
42483,0,0.3934131
42484,0,0.31900662
42485,0,0.0009838875
42486,1,0.72015834
42487,1,0.5210344
42488,0,0.0010526692
42489,0,0.2267156
42490,0,0.14488837
42491,1,0.68122923
42492,0,0.48189688
42493,0,0.25935826
42494,0,0.354232
42495,0,0.46603623
42496,0,0.4768806
42497,0,0.03492791
42498,0,0.082057394
42499,0,0.093834616
42500,0,0.18358758
42501,0,0.46304658
42502,1,0.54225826
42503,1,0.8443832
42504,0,0.06162868
42505,0,2.6069887e-07
42506,1,0.5148882
42507,0,0.027721988
42508,0,0.26929757
42509,0,0.30128935
42510,1,0.5933616
42511,0,0.46947888
42512,0,0.37455192
42513,0,0.016408958
42514,0,0.038695935
42515,1,0.61847585
42516,1,0.5904839
42517,1,0.54132944
42518,1,0.58488905
42519,0,0.46424428
42520,1,0.57086253
42521,0,0.02778381
42522,0,0.28723186
42523,0,0.40886235
42524,0,0.49839488
42525,1,0.735332
42526,1,0.7656155
42527,1,0.5274113
42528,1,0.5614875
42529,0,0.14656264
42530,1,0.6108143
42531,1,0.83000964
42532,0,0.24981025
42533,0,0.4711229
42534,0,0.21035032
42535,1,0.8713255
42536,0,0.19454321
42537,0,0.16773424
42538,1,0.7046893
42539,0,0.30366698
42540,0,0.3098667
42541,0,0.25940728
42542,0,0.20059574
42543,0,0.45038322
42544,0,0.06272705
42545,1,0.81455827
42546,0,0.05347609
42547,0,0.36850056
42548,1,0.5424178
42549,0,0.3039554
42550,1,0.52303785
42551,1,0.8592118
42552,1,0.66558975
42553,0,0.02088664
42554,0,0.21792077
42555,0,0.37541434
42556,0,0.30057967
42557,1,0.5769805
42558,0,0.36606947
42559,0,0.13360097
42560,0,0.3320737
42561,1,0.70399964
42562,1,0.80735385
42563,1,0.6858441
42564,0,0.43344307
42565,1,0.51567656
42566,1,0.9264938
42567,0,0.20363139
42568,0,0.045174446
42569,0,0.21258053
42570,0,0.46957755
42571,0,4.7685924e-05
42572,0,0.46145177
42573,0,0.3229599
42574,1,0.5371478
42575,1,0.6171461
42576,0,0.22677286
42577,0,0.17508164
42578,0,0.03366604
42579,0,0.06697871
42580,0,1.520048e-25
42581,1,0.84933484
42582,0,0.10568112
42583,0,0.10880843
42584,0,0.03374666
42585,0,0.18698826
42586,0,9.95596e-07
42587,1,0.6891228
42588,1,0.5116784
42589,1,0.6771524
42590,1,0.81503403
42591,0,0.21041888
42592,0,0.20608452
42593,0,0.41295594
42594,0,0.044628397
42595,0,0.39979246
42596,0,0.41102028
42597,0,0.12729806
42598,0,0.35271442
42599,0,0.36460316
42600,0,0.0021920884
42601,0,0.36690634
42602,1,0.6472027
42603,0,0.21653977
42604,1,0.817566
42605,0,0.47076705
42606,1,0.7382971
42607,0,0.3808476
42608,0,0.2637628
42609,0,9.937909e-06
42610,1,0.65159243
42611,1,0.62635815
42612,0,0.05093718
42613,0,0.16634013
42614,0,0.034549482
42615,0,0.30037177
42616,1,0.7943545
42617,0,0.44052124
42618,1,0.6033198
42619,0,0.21990286
42620,1,0.7358822
42621,1,0.5803887
42622,0,0.42306042
42623,1,0.59037656
42624,0,0.03168506
42625,0,0.19709018
42626,1,0.7393971
42627,1,0.69206953
42628,1,0.789768
42629,1,0.68675596
42630,1,0.8732785
42631,0,0.34185353
42632,0,0.021290366
42633,0,0.067023665
42634,0,0.34540358
42635,0,0.1130667
42636,0,0.45279816
42637,1,0.5144058
42638,0,0.040504836
42639,1,0.61406225
42640,0,0.11484917
42641,0,0.08664442
42642,0,0.33567077
42643,0,0.3454761
42644,0,0.44532427
42645,1,0.6500616
42646,1,0.6822052
42647,0,0.09304487
42648,0,0.13231975
42649,0,0.3254685
42650,0,0.47781935
42651,0,0.17089237
42652,0,0.31554684
42653,0,0.26389623
42654,0,0.27321616
42655,0,0.06475859
42656,0,0.48660573
42657,1,0.6486487
42658,0,0.098443545
42659,0,0.39608383
42660,0,0.24567124
42661,0,0.2097443
42662,1,0.782129
42663,0,0.053655703
42664,0,0.0921503
42665,0,0.37297022
42666,1,0.58971167
42667,0,0.22787681
42668,0,0.10169211
42669,1,0.7523115
42670,1,0.8457819
42671,0,0.26407972
42672,1,0.887725
42673,0,0.26571575
42674,0,0.007340144
42675,0,0.2628344
42676,0,0.4110091
42677,1,0.5682804
42678,0,0.10069947
42679,0,0.08901358
42680,0,0.3881485
42681,0,0.029218957
42682,1,0.69809055
42683,1,0.8342026
42684,0,0.02456777
42685,0,0.24646343
42686,0,0.18740898
42687,0,0.052353162
42688,1,0.55507016
42689,1,0.8953122
42690,0,0.31302923
42691,0,0.014631755
42692,0,0.0685227
42693,1,0.67918515
42694,0,0.1547884
42695,0,0.375845
42696,1,0.5447863
42697,0,0.36534524
42698,0,0.28927106
42699,1,0.5864156
42700,0,0.36816743
42701,0,0.0065842234
42702,0,0.09268567
42703,0,0.22828984
42704,0,0.27818885
42705,0,0.038073152
42706,0,0.13543344
42707,0,0.031179206
42708,0,0.060380597
42709,0,0.0015425215
42710,1,0.517443
42711,0,0.39763498
42712,1,0.6489868
42713,0,0.034114726
42714,0,0.19024359
42715,0,0.12531908
42716,1,0.63319886
42717,0,0.04056133
42718,0,0.056570802
42719,0,0.059264395
42720,1,0.7185444
42721,1,0.70766884
42722,0,0.4055901
42723,0,0.33840096
42724,0,0.30172515
42725,0,0.0048765773
42726,0,0.14440481
42727,1,0.8942081
42728,0,0.1253196
42729,1,0.8239084
42730,0,0.479263
42731,0,0.058092106
42732,1,0.8853271
42733,1,0.75247264
42734,0,0.3260865
42735,0,0.23994872
42736,1,0.7849402
42737,0,0.44867724
42738,0,0.015907908
42739,0,0.28656575
42740,0,0.31933936
42741,1,0.7501192
42742,0,0.058487274
42743,1,0.66414195
42744,1,0.7945646
42745,1,0.7597915
42746,0,0.112546265
42747,1,0.6582814
42748,1,0.8179092
42749,1,0.61799335
42750,1,0.63846123
42751,0,0.09643042
42752,0,0.080066584
42753,0,0.47357553
42754,1,0.5310197
42755,1,0.7137689
42756,0,0.2663742
42757,0,0.0896551
42758,1,0.698179
42759,1,0.5602379
42760,0,0.41516992
42761,0,0.08291403
42762,1,0.85545474
42763,0,0.21530962
42764,1,0.81121
42765,0,0.40817884
42766,0,0.05123218
42767,0,0.008815187
42768,1,0.5879651
42769,0,0.2164424
42770,0,0.17335647
42771,1,0.8110039
42772,0,0.23122685
42773,1,0.5291727
42774,0,0.0594317
42775,0,0.023311052
42776,0,0.09514329
42777,0,0.21868342
42778,0,0.41238028
42779,0,0.24068652
42780,0,0.07201427
42781,0,0.47659168
42782,0,0.073864035
42783,1,0.6081883
42784,1,0.5910687
42785,1,0.5220112
42786,0,2.6950361e-18
42787,1,0.59895766
42788,1,0.5199187
42789,1,0.8394535
42790,0,0.27027568
42791,0,0.15693708
42792,0,0.22276
42793,0,0.15745388
42794,0,0.28305432
42795,1,0.67976964
42796,1,0.8011022
42797,0,0.090727106
42798,1,0.5499281
42799,0,0.08648622
42800,1,0.65157735
42801,1,0.6671566
42802,0,0.21421792
42803,0,0.11596585
42804,0,0.11465518
42805,0,0.028315118
42806,1,0.6629403
42807,0,0.36739066
42808,0,0.00017883739
42809,0,0.27929053
42810,1,0.84621936
42811,1,0.7619637
42812,0,0.45571172
42813,1,0.7406498
42814,0,0.4857128
42815,0,0.11317752
42816,0,0.056907367
42817,1,0.5777759
42818,0,0.1890134
42819,0,0.24656421
42820,1,0.6704049
42821,0,0.030279491
42822,1,0.62443507
42823,1,0.67224634
42824,0,0.18044715
42825,0,0.02093785
42826,1,0.8658738
42827,0,0.3697421
42828,1,0.65021175
42829,0,0.27894992
42830,1,0.6700176
42831,1,0.8342887
42832,0,0.15957144
42833,1,0.62767345
42834,0,0.14977612
42835,1,0.83407146
42836,0,0.3658429
42837,1,0.80867624
42838,0,0.033845104
42839,1,0.7558187
42840,0,0.03224398
42841,0,3.9504364e-05
42842,0,0.33782366
42843,1,0.79796904
42844,0,0.20352393
42845,0,0.081827104
42846,1,0.73979384
42847,0,0.2881114
42848,0,0.02299962
42849,0,0.12639679
42850,0,0.2204085
42851,1,0.5517418
42852,0,0.49962908
42853,1,0.7891104
42854,0,0.08440046
42855,0,0.060583226
42856,0,0.25707337
42857,1,0.85465044
42858,0,0.16401725
42859,0,0.023457268
42860,0,0.25515768
42861,0,0.057317313
42862,0,0.018646082
42863,0,0.006881313
42864,1,0.8292788
42865,1,0.63517517
42866,0,0.272827
42867,0,0.25740984
42868,1,0.84214693
42869,0,0.07142475
42870,0,0.09018942
42871,1,0.81608945
42872,0,0.4524456
42873,0,0.17365494
42874,0,0.38588646
42875,1,0.5764871
42876,1,0.5890785
42877,0,0.25271255
42878,0,0.49509794
42879,0,0.3984895
42880,0,0.054750245
42881,0,0.024485549
42882,1,0.7967831
42883,1,0.6651048
42884,0,0.11324368
42885,1,0.77278346
42886,1,0.8452834
42887,0,0.2832561
42888,0,0.3598074
42889,1,0.79656
42890,1,0.73536885
42891,0,0.33539483
42892,0,0.2613517
42893,0,0.14712805
42894,0,0.04983012
42895,0,0.45564622
42896,0,0.10554478
42897,0,0.46267855
42898,1,0.91281223
42899,0,0.20462428
42900,0,0.32137886
42901,1,0.6799529
42902,0,0.2474034
42903,1,0.6317482
42904,1,0.652638
42905,0,0.07973549
42906,0,0.24142121
42907,1,0.5251757
42908,1,0.7513896
42909,0,0.37440744
42910,0,0.01734912
42911,1,0.8471015
42912,0,0.3763768
42913,0,0.27827394
42914,0,0.24711227
42915,1,0.52465326
42916,0,0.0021013385
42917,0,0.032923862
42918,0,0.16927081
42919,0,0.4530292
42920,0,0.35434094
42921,1,0.64486974
42922,1,0.7080997
42923,1,0.90096706
42924,1,0.6873975
42925,1,0.61770916
42926,0,0.07938904
42927,0,0.08492466
42928,0,0.46185324
42929,0,0.048133466
42930,1,0.6735192
42931,0,0.34020552
42932,1,0.77881235
42933,0,0.069877364
42934,1,0.91425234
42935,0,0.37868726
42936,1,0.7478023
42937,1,0.776666
42938,1,0.8866586
42939,0,0.2687349
42940,1,0.5832058
42941,1,0.5115002
42942,0,0.31783664
42943,1,0.8472269
42944,0,0.41307357
42945,1,0.618335
42946,0,0.34406877
42947,0,0.106492065
42948,1,0.5812168
42949,0,0.099809274
42950,1,0.52941036
42951,0,0.22110708
42952,0,0.29177946
42953,1,0.79039234
42954,1,0.520786
42955,1,0.84647554
42956,0,0.40582478
42957,1,0.60482496
42958,0,0.35354915
42959,0,0.3815595
42960,0,0.146415
42961,0,0.49493566
42962,1,0.8743762
42963,0,0.20687537
42964,0,0.084840015
42965,0,0.009411998
42966,1,0.78248864
42967,1,0.72652245
42968,0,0.035013806
42969,0,0.3288093
42970,0,0.10897201
42971,0,0.32865462
42972,1,0.7140368
42973,1,0.7564122
42974,0,0.07946658
42975,0,0.41376337
42976,0,0.29414484
42977,0,0.22104998
42978,1,0.67251503
42979,0,0.23644564
42980,0,0.4961281
42981,0,0.441659
42982,0,0.27054176
42983,0,0.14097267
42984,0,0.43533695
42985,1,0.53828424
42986,0,0.4154784
42987,1,0.92473006
42988,0,0.0863955
42989,0,0.26175302
42990,1,0.69039196
42991,0,0.15837127
42992,0,0.08218624
42993,0,0.09468892
42994,1,0.5554352
42995,1,0.7608105
42996,0,0.286405
42997,0,0.3717246
42998,1,0.7847233
42999,1,0.6977121
43000,0,0.35686404
43001,0,0.18387419
43002,0,0.28224102
43003,1,0.6630474
43004,1,0.7172638
43005,0,0.28843823
43006,1,0.7206274
43007,0,0.43101305
43008,0,0.2274988
43009,0,0.3062693
43010,1,0.6761903
43011,0,0.35578772
43012,0,0.48431066
43013,0,0.42282915
43014,1,0.68770367
43015,0,0.25665292
43016,1,0.55577004
43017,0,0.21187693
43018,0,0.21937521
43019,0,0.32126582
43020,1,0.7659424
43021,0,0.352729
43022,0,0.45406097
43023,1,0.75102246
43024,0,0.16531602
43025,1,0.588418
43026,1,0.64308685
43027,0,0.10140885
43028,0,0.2802875
43029,1,0.5564041
43030,0,0.344345
43031,0,0.05562595
43032,0,0.020226333
43033,1,0.7974159
43034,0,0.20436157
43035,0,0.38389596
43036,0,0.060118802
43037,0,0.14086527
43038,1,0.531413
43039,0,0.16768637
43040,0,0.286794
43041,0,0.20696542
43042,0,7.305462e-27
43043,1,0.79156965
43044,0,0.086412065
43045,0,0.18367152
43046,1,0.754614
43047,0,0.309742
43048,0,0.2815999
43049,0,0.20967384
43050,1,0.5455154
43051,0,0.24128123
43052,0,0.04453992
43053,1,0.65765196
43054,0,0.21878661
43055,0,0.27217492
43056,0,0.36325663
43057,0,0.13708036
43058,1,0.80888945
43059,1,0.59330183
43060,0,0.01338133
43061,0,0.13631009
43062,0,0.2267928
43063,1,0.67766327
43064,1,0.8745511
43065,1,0.6160666
43066,0,0.1880068
43067,0,0.23128211
43068,1,0.5861171
43069,0,0.07039121
43070,0,0.2802744
43071,0,0.00014422603
43072,0,0.004670603
43073,0,0.31593978
43074,1,0.74844337
43075,0,0.25788432
43076,0,0.048247762
43077,0,0.42053008
43078,0,0.4435537
43079,1,0.56292146
43080,0,0.17365088
43081,0,0.15244026
43082,0,0.18940978
43083,0,0.18924561
43084,0,0.0011681402
43085,0,4.856722e-05
43086,0,0.052283756
43087,1,0.5452126
43088,0,0.24569201
43089,1,0.7736723
43090,1,0.5564159
43091,1,0.74856585
43092,0,0.012516193
43093,1,0.895081
43094,0,0.22336338
43095,0,0.014375957
43096,1,0.69375426
43097,0,0.1037287
43098,1,0.60234064
43099,1,0.5577822
43100,0,0.38315055
43101,0,0.3289608
43102,1,0.66888773
43103,0,0.07563155
43104,0,0.0842693
43105,0,0.36854857
43106,1,0.62199754
43107,1,0.6141749
43108,0,0.053579506
43109,0,0.2880679
43110,1,0.7149157
43111,0,0.45541748
43112,1,0.7447276
43113,0,0.31186932
43114,1,0.66561884
43115,0,0.21384446
43116,1,0.613895
43117,0,0.13581264
43118,0,0.19032046
43119,1,0.70418155
43120,1,0.8565709
43121,0,0.15587594
43122,1,0.52673924
43123,1,0.6214044
43124,1,0.9300852
43125,1,0.68092465
43126,0,0.21220541
43127,1,0.5153662
43128,1,0.8767142
43129,0,0.4929899
43130,0,0.37563315
43131,1,0.5048013
43132,0,0.3246138
43133,1,0.77283293
43134,1,0.53309536
43135,1,0.5921715
43136,0,0.2742493
43137,0,0.2757163
43138,0,0.06673186
43139,0,0.2250305
43140,0,0.22727455
43141,0,0.103887044
43142,1,0.85770637
43143,0,0.48379356
43144,1,0.63151413
43145,1,0.8119484
43146,0,0.081209056
43147,0,0.22032674
43148,1,0.7458799
43149,0,0.048009742
43150,0,0.45361668
43151,0,0.11032626
43152,0,0.039083153
43153,0,0.15146552
43154,0,0.12448946
43155,0,0.24719593
43156,0,0.06387922
43157,0,0.057106882
43158,1,0.66558975
43159,0,0.4435432
43160,1,0.81494653
43161,0,0.25129256
43162,0,0.3731622
43163,0,0.09285489
43164,0,0.039510712
43165,1,0.62153125
43166,0,0.037513904
43167,0,0.015156038
43168,0,0.011235546
43169,1,0.6101773
43170,0,0.23984686
43171,1,0.8799916
43172,1,0.92873996
43173,0,0.31660223
43174,1,0.92083114
43175,1,0.8271312
43176,0,0.28316438
43177,0,0.062839754
43178,0,0.049433704
43179,0,0.48176745
43180,1,0.74010444
43181,0,0.26563022
43182,1,0.84770876
43183,0,0.002300199
43184,0,0.2754187
43185,1,0.834771
43186,0,8.4068495e-07
43187,1,0.6665229
43188,1,0.51560843
43189,0,0.054493453
43190,0,0.1997953
43191,0,0.28329808
43192,1,0.56554073
43193,0,0.47721413
43194,1,0.5091509
43195,0,0.22959189
43196,0,0.4108301
43197,0,0.26773983
43198,1,0.6780888
43199,0,0.020715063
43200,0,0.3672684
43201,1,0.72872317
43202,0,0.05283042
43203,0,0.07934171
43204,0,0.394938
43205,0,0.20621434
43206,1,0.7144623
43207,0,0.0028524513
43208,1,0.8880529
43209,0,0.14244829
43210,0,0.4443321
43211,1,0.6890126
43212,0,0.41260785
43213,1,0.5359946
43214,0,0.084095225
43215,0,0.22649443
43216,1,0.50797325
43217,0,0.09568569
43218,1,0.6314596
43219,0,0.0020867079
43220,1,0.5516615
43221,1,0.52115613
43222,0,0.287428
43223,0,0.044375964
43224,0,0.110737264
43225,0,0.32931975
43226,1,0.6984688
43227,1,0.6576745
43228,0,0.291753
43229,0,0.26945907
43230,0,4.3497745e-05
43231,1,0.54462653
43232,0,0.46699813
43233,0,0.2436466
43234,0,0.061032403
43235,0,0.017184714
43236,0,0.017512625
43237,0,0.267067
43238,0,0.16054475
43239,0,0.11628405
43240,0,0.085921586
43241,0,0.3245373
43242,0,0.2899348
43243,0,0.4299004
43244,1,0.7930667
43245,1,0.5595659
43246,0,0.02153023
43247,0,0.31048974
43248,1,0.60594815
43249,1,0.7579011
43250,1,0.803596
43251,1,0.5071068
43252,1,0.8616899
43253,0,0.0801959
43254,1,0.75036746
43255,1,0.66150683
43256,1,0.83405936
43257,0,0.072884366
43258,1,0.80115604
43259,0,0.04031485
43260,1,0.82083005
43261,1,0.50611293
43262,0,0.11634355
43263,1,0.52194023
43264,0,0.47429883
43265,1,0.6437353
43266,1,0.70886743
43267,0,0.2002072
43268,0,0.07473682
43269,0,0.00046302224
43270,1,0.7026316
43271,0,0.2059379
43272,0,0.44028434
43273,1,0.7888631
43274,0,0.05707549
43275,0,0.4372602
43276,0,0.43668962
43277,0,0.47625637
43278,1,0.92642164
43279,1,0.73041743
43280,0,0.29622105
43281,0,0.053680442
43282,0,0.264351
43283,1,0.75034964
43284,0,0.10768673
43285,0,0.35402283
43286,0,0.4823662
43287,1,0.5166713
43288,0,0.3454194
43289,1,0.715149
43290,0,0.009235568
43291,0,0.12409221
43292,0,0.18234713
43293,1,0.807339
43294,0,0.4336861
43295,0,0.22083822
43296,1,0.7431587
43297,0,0.47425005
43298,0,0.111370325
43299,0,0.1794727
43300,0,0.12154702
43301,0,0.43058676
43302,0,0.37277108
43303,0,0.45927006
43304,0,0.45077398
43305,0,0.05583142
43306,1,0.85588306
43307,0,0.093057826
43308,1,0.6860938
43309,1,0.803699
43310,0,0.36499166
43311,0,0.31263196
43312,0,0.08132419
43313,1,0.79173326
43314,0,0.45401657
43315,1,0.8303037
43316,1,0.59763163
43317,0,0.24974273
43318,0,0.32076326
43319,0,0.275507
43320,1,0.5507641
43321,1,0.77852327
43322,0,0.4946052
43323,1,0.87729275
43324,0,0.35721326
43325,0,0.38506097
43326,0,0.06039167
43327,1,0.68071514
43328,0,0.39797443
43329,0,0.29350397
43330,0,0.36410403
43331,0,0.058934886
43332,1,0.89032024
43333,0,0.29607785
43334,0,0.42338976
43335,0,0.03166497
43336,0,0.0145675875
43337,1,0.5686281
43338,0,0.46262217
43339,0,0.111039236
43340,0,0.098972455
43341,1,0.8510026
43342,1,0.69105375
43343,1,0.75127125
43344,0,0.19466725
43345,0,0.3632854
43346,1,0.72257924
43347,0,0.4797881
43348,1,0.8787357
43349,0,0.08169793
43350,0,0.15293765
43351,1,0.7240394
43352,1,0.62179345
43353,1,0.76085955
43354,1,0.74702954
43355,0,0.4112345
43356,0,8.7877794e-05
43357,1,0.79743385
43358,0,0.00867759
43359,0,0.09116986
43360,0,0.3333764
43361,0,0.11679002
43362,0,0.1427487
43363,0,0.08852057
43364,0,0.23410206
43365,0,0.45875907
43366,1,0.7009984
43367,1,0.8388454
43368,1,0.92490286
